"accessno","subject"
"0000008228","Chemistry,physical and theoretical"
"0000008229","Music-study and teaching"
"0000008230","world history"
"0000008231","language arts"
"0000008231","communication"
"0000008232","literature,philippine-tagalog"
"0000008233","rIZAL,JOSE-BIOGRAPHY"
"0000008235","Woodwork"
"0000008236","Agriculture"
"0000008236","Livestock"
"0000008237","literature,philippine-tagalog"
"0000008238","drafting,mechanical"
"0000008238","mechanical drawing"
"0000008239","Logic"
"0000008240","Philosophy"
"0000008242","Mental test"
"0000008242","Inteligence and aptitudes"
"0000008243","psychology"
"0000008244","Economic,society & development"
"0000008245","Educational psychology"
"0000008247","political science"
"0000008248","Probabilities and applied statistics"
"0000008249","Analytic geometry"
"0000008250","Probabilities"
"0000008251","English language-study and teaching"
"0000008252","ety"
"0000008253","Table service"
"0000008253","Waiters"
"0000008253","Waitresses"
"0000008254","Hospitality industry - Accounting"
"0000008255","Delicious and fragrant local cakes"
"0000008255","Cooking"
"0000008256","Hospitality industry"
"0000008257","Food service-Cost controls"
"0000008258","ety"
"0000008259","English language-grammar"
"0000008261","Songbooks"
"0000008262","SOCIAL VALUES"
"0000008263","BIOLOGY"
"0000008264","SCIENCE"
"0000008265","HOME ECONOMICS"
"0000008265","TECHNOLOGY"
"0000008266","POULTRY ( PHILIPPINES)"
"0000008267","FICTION"
"0000008268","AFRO-ASIAN LITERATURE"
"0000008268","COMMUNICATION"
"0000008269","LANGUAGE ARTS"
"0000008269","COMMUNICATION"
"0000008270","WORLD HISTORY"
"0000008271","PHYSICAL EDUCATION"
"0000008271","HEALTH"
"0000008271","MUSIC"
"0000008272","PHILIPPINES-HISTORY"
"0000008273","HANDICRAFTS"
"0000008274","Bartending"
"0000008274","Alcoholic beverages"
"0000008276","Hospitality industry-Purchasing"
"0000008277","."
"0000008277","Hotel management-Handbooks, manuals"
"0000008278","Quantity cookery"
"0000008278","Food service"
"0000008281","pagsasalita at pagsulat-retorika"
"0000008283","philosophy,philippine"
"0000008284","folklore-philippines"
"0000008285","sociology,christian (catholic)"
"0000008285","church and social problems-catholic church"
"0000008285","catholic church-doctrines"
"0000008286"," filipino - fiction"
"0000008287","fiction"
"0000008288","fiction"
"0000008289","Panitikang Filipino"
"0000008290","Veneracion, Andrea O."
"0000008290","Choral conductors - Philippines - Biography"
"0000008290","Choral music - Philippines"
"0000008290","Philippines Madrigal Singers"
"0000008291","Music appreciation"
"0000008292","Filipino poetry"
"0000008293","Philippines - History -Revolution, 1896-1898"
"0000008293","Churchill, Bernardita R."
"0000008294","Masks"
"0000008294","Paper work"
"0000008295","Origami"
"0000008296","Social causes"
"0000008298","Panitikang Filipino"
"0000008299","20th Centuries-Great Mysteries"
"0000008300","20th Century - Life Styles"
"0000008301","Space Sciences"
"0000008302","Biology"
"0000008303","Hydrosphere Oceanography"
"0000008304","Childrens Poetry"
"0000008305","Drawings"
"0000008306","Watercolour Paintings"
"0000008307","Oil Paintings"
"0000008308","Acrylic paintings"
"0000008309","Cyberspace"
"0000008309","Computer networks"
"0000008310","Systems of measurement"
"0000008311"," english-fiction"
"0000008312","english -fiction"
"0000008313","english-fiction"
"0000008314","english-fiction"
"0000008315","english-fiction"
"0000008316","english-fiction"
"0000008317","english -fiction"
"0000008318","english-fiction"
"0000008319","english-fiction"
"0000008320","english-fiction"
"0000008321","english-fiction"
"0000008322","english-fiction"
"0000008323","english-fiction"
"0000008324","english-fiction"
"0000008325","english-fiction"
"0000008326","english-fiction"
"0000008327","english -fiction"
"0000008328","english -fiction"
"0000008329","english -fiction"
"0000008330","english-fiction"
"0000008331","english-fiction"
"0000008332","english-fiction"
"0000008335","english-fiction"
"0000008337","english-fiction"
"0000008338","ENGLISH-FICTION"
"0000008339","CALCULUS-PROBLEMS,EXERCISES,ETC."
"0000008339","WORD PROBLEMS (MATHEMATICS)"
"0000008340","ENGLISH-FICTION"
"0000008341","english-fiction"
"0000008342","english-fiction"
"0000008343","english-fiction"
"0000008344","english-fiction"
"0000008345","english-fiction"
"0000008346","english-fiction"
"0000008347","english-fiction"
"0000008348","english-fiction"
"0000008349","english-fiction"
"0000008350","english-fiction"
"0000008351","english -fiction"
"0000008352","english-fiction"
"0000008353","english-fiction"
"0000008354","english-fiction"
"0000008355","english-fiction"
"0000008356","english-fiction"
"0000008357","ENGLISH-FICTION"
"0000008358","ENGLISH-FICTION"
"0000008360","english-fiction"
"0000008361","english-fiction"
"0000008371","Chemistry-Study and teaching"
"0000008372","Disasters-20th Century"
"0000008373","Geometry-Study and teaching"
"0000008373","Word problems (Mathematics)"
"0000008374","English Fiction"
"0000008375","English Fiction"
"0000008376","English Fiction"
"0000008377","English Fiction"
"0000008378","English Fiction"
"0000008379","System Programming"
"0000008380","C++ - Systems Programming and Programs"
"0000008381","Visual basic 6 (Programming language)"
"0000008382","English Fiction"
"0000008383","Pastel drawing"
"0000008384","English Fiction"
"0000008385","Values"
"0000008385","Filipinos - Social life and Customs"
"0000008386","Filipino - Entrepreneur"
"0000008387","Dictionary - English Filipino"
"0000008388","Dominican Church History"
"0000008388","Dominicans - Philippine Revolution"
"0000008389",", 1899-1902"
"0000008389","Philippines - Foreign relations - United States"
"0000008389","Unitedn States Foreign relations- Philippines"
"0000008389","tury"
"0000008390","Philippine - Presidents"
"0000008391","Dating (Social customs)"
"0000008391","Love"
"0000008391","Marriage"
"0000008392","Marriage"
"0000008393","Cookery, International"
"0000008394","20th Century - 1919-39"
"0000008395","Rhetoric of Fiction"
"0000008396","Herbs - Therapeutic use"
"0000008396","Herb remedies"
"0000008396","Herbal medicines"
"0000008396","Medicinal Herbs"
"0000008397","English Fiction"
"0000008398","Canada -goose - Fiction"
"0000008398","Flight - Fiction"
"0000008399","English Fiction"
"0000008400","Organizational Behavior"
"0000008400","Interpersonal Communication"
"0000008400","Cmmunication in Organization"
"0000008402","Bible-Introductions"
"0000008403","Psychology"
"0000008404","God-Existence"
"0000008405","Investments"
"0000008406","Psychology,Industrial"
"0000008406","Social Psychology"
"0000008409","Statistics"
"0000008410","Mathematical Physics"
"0000008411","Education Learning of"
"0000008411","Espiritu, Socorro"
"0000008413","Education, Learning of"
"0000008413","Espiritu, Socorro"
"0000008414","Mediations"
"0000008415","Physics"
"0000008415","Physics-Industrial Applications"
"0000008416","College Teaching-Philippines"
"0000008417","Christology"
"0000008418","Population"
"0000008418","Aspen Institute for Humanestic Studies"
"0000008418","Overseas Development Council"
"0000008419","Fiction"
"0000008421","Spiritual Life"
"0000008421","Zen Buddhism"
"0000008421","Zen Buddhism"
"0000008421","Psychology"
"0000008421","Psychotherapy-Religious Aspects-Zen Buddhism"
"0000008422","Higher Education"
"0000008422","Organization and Management;Curriculums"
"0000008423","Logic"
"0000008424","English Language Pronunciation"
"0000008426","Ethics"
"0000008427","Ethics (Moral Philosophy)"
"0000008428","Taxation of Income"
"0000008429","English Language-Composition and Exercises"
"0000008430","Statistics"
"0000008431","Logic (Reasoning)"
"0000008432","mATHEMATICS-Elementary Numbers Theory"
"0000008433","Biology"
"0000008434","Statistics"
"0000008435","Curriculum Planning"
"0000008435","Saskatchewan-case studies"
"0000008435","Education and State Saskatchewan Case Studies"
"0000008437","Community and School -Florida-Case Studies"
"0000008437","SocialService-Florida-Case Studies"
"0000008437","School Children-Services for- Florida Case Studies"
"0000008437","Family Services-Florida-Case Studies"
"0000008440","Principles & Practice of Teaching"
"0000008441","Solid Analytic Geometry"
"0000008442","Community"
"0000008442","Community Life"
"0000008442","Forecasting Hesselbein Frances"
"0000008443","God-Creation"
"0000008444","Political Science"
"0000008447","Sociology and Anthropology"
"0000008448","Ethics"
"0000008449","Chemistry, Physical Theoretical"
"0000008450","Physical Science"
"0000008451","Algebra"
"0000008452","Transfer 7 Business Taxation"
"0000008454","Sociology"
"0000008455","Mathematics-1961"
"0000008455","Economics, Mathematical"
"0000008456","Algebra"
"0000008457","Education-Philosophy"
"0000008458","Spiritual Life- Catholic Author"
"0000008460","Teachers-Rating of-United States"
"0000008460","Teaching-United Staes-Evaluation"
"0000008460","Mc Great, Thomas"
"0000008461","Drunk Driving-Prevention"
"0000008461","Drinking and Traffic Accidents"
"0000008463","Speech Communication"
"0000008464","Ecology"
"0000008465","Mathematics-Study & Teaching"
"0000008466","Algebra & Number Theory"
"0000008467","Integral Geometry"
"0000008468","Elementary Number Theory"
"0000008469","Behavior-Biology"
"0000008473","Advanced Algebra"
"0000008476","Spiritual Gifts"
"0000008477","Test of Missals"
"0000008478","Poets"
"0000008479","Social Psychology"
"0000008480","Fiction"
"0000008481","Devotional Literature"
"0000008482","Psychology"
"0000008482","Behaviovnism"
"0000008483","Constitution-Philippine"
"0000008484","Sociology, Christian (Catholic)"
"0000008485","Biological Sciences"
"0000008486","English Language-Grammar"
"0000008487","Liberal Education"
"0000008488","Humanistic Education (Liberal Education)"
"0000008489","Christian Social & Ecclesiastical Theory"
"0000008490","Philippine-Folk Literature"
"0000008490","Epic Literature"
"0000008492","Teachers Colleges"
"0000008492","Eble Kenneth E."
"0000008495","Long-Term Care of the Sick"
"0000008495","Nursing"
"0000008495","Nurses Aides I wiill-Black, Connie"
"0000008496","West African Sahel-Card Economics"
"0000008497","World English Dictionary"
"0000008498","Team Teaching"
"0000008501","Philosophy-Philippine Education I"
"0000008502","Writing Systems"
"0000008503","Journalism"
"0000008503","Photojournalism"
"0000008503","Reporters and Reporting"
"0000008504","Educational Psychology"
"0000008505","Differential Equations"
"0000008506","Education-Values-Philippine"
"0000008507","Policy Sciences"
"0000008507","Public Administration Decision Making"
"0000008508","Educational Psychology"
"0000008509","Economics-Principles & Application"
"0000008510","Economics I"
"0000008511","Social Teaching of the Church"
"0000008512","Mathematical Theory"
"0000008513","English Language-Text Books for Foreigners"
"0000008514","Problem Children-Education (Preschool)"
"0000008514","Behavior Disorders in Children"
"0000008514","Social Learning"
"0000008516","Geometry Analytic I. tARWATER, j. dALTON"
"0000008517","Teenagers"
"0000008518","Civilization"
"0000008525","General Psychology"
"0000008526","Statistical Mathematics"
"0000008527","Commercial Statistics"
"0000008527","Statistics"
"0000008529","Belief"
"0000008530","Behaviorism"
"0000008531","Religious Education"
"0000008534","Speech Processing System"
"0000008537","Fire"
"0000008539","Pagbasa at Pagsulat-Iba't ibang Displina"
"0000008541","Mathematics"
"0000008542","Trigonometry"
"0000008543","Differential Calculus and Equations"
"0000008544","Analytical (Financial) Accounting"
"0000008545","Psychology"
"0000008546","Mathematics"
"0000008547","Historical Materialism-Marxian Theory"
"0000008548","Writing Systems (Lenguistics)"
"0000008549","Christian Life & Parctice"
"0000008551","Applied Mathematics-Investment"
"0000008552","Economic Development and Growth"
"0000008553","Economic Development and Growth"
"0000008554","Family Social Work-United States"
"0000008554","Family Counseling-United States"
"0000008554","Family-United States- Psychological Aspects"
"0000008554","Behavioral Assessment-United States"
"0000008555","Social Role (Role Theory)"
"0000008556","Writing Systems"
"0000008559","Economics-Study and Teaching-Philippines"
"0000008559","Economic Development"
"0000008561","Economics-Study and Teaching -Philippines"
"0000008561","Economic Development"
"0000008562","Geography-Study and Teaching"
"0000008563","Geography-Study & Teaching"
"0000008564","Geography-Study & Teaching"
"0000008565","Geography-Study and Teaching"
"0000008566","Sacramental"
"0000008567","Religious Experiences"
"0000008568","Small Groups"
"0000008568","Communication"
"0000008569","Communism"
"0000008570","Business and Politics-United States"
"0000008570","United States-Politics and Government-1945"
"0000008570","United States-Economic Conditions-1945"
"0000008570","Marxian Economics"
"0000008572","Statistics"
"0000008572","Statistics-Data Processing"
"0000008573","Psychology-Research"
"0000008573","Psychology-Research-Methodology"
"0000008573","Psychology, Experimental"
"0000008574","Public Life of Jesus"
"0000008575","Calculus"
"0000008577","Management of Distribution (Marketing)"
"0000008578","Bible N.T. Corinthians-Commentaries"
"0000008578","1983"
"0000008579","Fiction"
"0000008580","Public Schools-United States"
"0000008580","Educational Change-United States"
"0000008580","Politics and Education-United States"
"0000008580","Christianity and Politics-United States"
"0000008580","Humanism-United States"
"0000008580","Religion in the Public Schoools-United States"
"0000008581","Applied Mathematics-Investment"
"0000008582","Harper's Series in Modern Mathematics"
"0000008583","Physics"
"0000008584","English Language-Synonyms & Antonyms"
"0000008585","Philosophy"
"0000008586","Life Science"
"0000008587","Education-United States"
"0000008587","Educational Sociology-United States"
"0000008588","Biological Sciences"
"0000008590","Sexual Love"
"0000008601","Religious Education"
"0000008606","Psychology"
"0000008607","Psychology of Young Adults"
"0000008608","Filipino"
"0000008609","Pharmacology"
"0000008609","Nursing"
"0000008610","Mathematics"
"0000008610","Dressler Isidore"
"0000008611","Communication Arts-Filipino"
"0000008612","Men-Psychology"
"0000008612","Men-United States-Psychology"
"0000008612","Masculinity (Psychology)"
"0000008613","Educational Psychology"
"0000008615","Eucharist, Holy Communion, Lord's Supper, Mass"
"0000008616","Telecommunication- Juvenile Literature"
"0000008616","Communication"
"0000008616","Telecommunication"
"0000008617","Environmental Education- Juvenile Literature"
"0000008617","Human Ecology-Juvenile Literature"
"0000008617","Environmental Protection- Juvenile Literature"
"0000008617","Ecology Environmental Protection"
"0000008618","Electricity-Juvenile Literature"
"0000008618","Electricity-Experiments-Juvenile Literature"
"0000008618","Magnetism-Juvenile Literature"
"0000008618","Magnetism -Experiments-Juvenile Literature"
"0000008619","Force and Energy-Juvenile Literature"
"0000008619","Force   & Energy Experiments-Juvenile Literature"
"0000008620","Animals-Juvenile Literature"
"0000008622","Earth Sciences-Juvenile Literature"
"0000008622","Natural Resources - Juvenile Literature"
"0000008623","Plants-Juvenile Literature"
"0000008623","Biology-Juvenile Literature"
"0000008624","Weather-Juvenile Literature"
"0000008624","Meteconology-Jjuvenile Literature"
"0000008626","Education, research Related Topics"
"0000008627","Bible N. T.  Luke-Commentaries"
"0000008627","Bible N.T. Luke English New American 1982"
"0000008629","Social Group-Adolescent"
"0000008630","Cultural Anthropology"
"0000008631","Educational Testa and Measurements-United States"
"0000008632","Psychology-Study & Teaching"
"0000008633","Macrocconomics"
"0000008634","Economics Growth"
"0000008636","Bible N.T. Acts- Commentaries"
"0000008636","Bible N. T. Acts. English"
"0000008637","Educational Technology"
"0000008638","Poetry"
"0000008638","Fiction"
"0000008639","Estrada, Josep E., 11937"
"0000008639","Philippines President (1998-2001: Estrada)"
"0000008639","Presidents-Philippines-Biography"
"0000008640","Birth Contro (Contraception)"
"0000008641","Labor Economics"
"0000008643","Methods of Teaching"
"0000008644","Marriage and Family"
"0000008646","Homework-Handbooks, Manuals"
"0000008646","Education-Parent Participation-Handboooks, Manuals"
"0000008646"," etc."
"0000008647","Critical Thinking"
"0000008648","Television and Children"
"0000008648","Neale, John M., 1943-j.a."
"0000008649","Communication Arts-Filipino"
"0000008650","Integral Calculus"
"0000008651","Educational Psychology"
"0000008652","Jesus Christ"
"0000008652","Origen"
"0000008652","Teilhard de Chardin, Pierre"
"0000008653","Journalism"
"0000008654","Speeches, Affresses, etc."
"0000008655","Drug Education"
"0000008656","Critical Thinking"
"0000008657","Filipino Family"
"0000008658","Flipino-English-Visayan Dictionary"
"0000008659","Action Research in Education"
"0000008659","Action Research-Methology"
"0000008661","Quality assurance."
"0000008662","t."
"0000008662","tates"
"0000008663","Photography and photographs"
"0000008664","History,ancient"
"0000008664","disease-ancient world"
"0000008665","Asia-politics and government-1945-"
"0000008665","Facts on file,Inc."
"0000008666","World war,1939-1945-germany"
"0000008666","Germany-history-1933-1945"
"0000008667","Case management"
"0000008668","Duties and obligations of citizen"
"0000008669","partnerships and private corporation"
"0000008670","Partnertships and private corporation"
"0000008671","management"
"0000008672","Business accounting"
"0000008672","Finance"
"0000008673","Project management"
"0000008674","Literature"
"0000008675","Photography and photographs"
"0000008676","Self-care,health"
"0000008676","Alternative medicine"
"0000008677","Reading (higher education)-HANDBOOK,MANUALS,ETC."
"0000008678","English language-(RHETORIC)"
"0000008678","Written communication"
"0000008678","Reading-language experience approach"
"0000008678","exposition (rhetoric)"
"0000008679","Philosophy and theory of the arts"
"0000008680","Arts"
"0000008681","Dictionaries-business and management"
"0000008682","Ability,Efficiency"
"0000008682","Leadership"
"0000008683","Executive management"
"0000008684","Home economics"
"0000008684","livelihood educ."
"0000008685","English poetry-history and criticism"
"0000008686","English literature"
"0000008687","English-literature"
"0000008688","English-literature"
"0000008689","English- literature"
"0000008690","Managerial accounting"
"0000008691","Prose literature"
"0000008692","English -literature"
"0000008693","English -literature"
"0000008694","English literature"
"0000008695",".."
"0000008695","Criminals-california-los angeles-fiction"
"0000008696","Philosophy and theory of the arts"
"0000008697","English-literature"
"0000008698","Bulacan (philippines)"
"0000008699","Business-management"
"0000008701","Work environment"
"0000008701","Work design"
"0000008702","Study rhetoric through criticalreading."
"0000008703","Managerial accounting"
"0000008704","Managers"
"0000008705","Technological innovations"
"0000008706","Accounting -Elementary level"
"0000008708","Accounting-Elementary level"
"0000008709","Management"
"0000008710","Technology of explosives, fuels, related products"
"0000008714","Human psysiology"
"0000008715","Literature"
"0000008716","Literature"
"0000008717","Play"
"0000008720","Literature- History & criticism."
"0000008721","Autobiographies"
"0000008722","Electronics"
"0000008722","Electronics"
"0000008722","Electronics"
"0000008722","Electricity"
"0000008724","Corporate planning"
"0000008724","Management information system"
"0000008725","Speeches, addresses, etc."
"0000008726","Organizational effectiveness"
"0000008726","Nonprofit organizations-Evaluation"
"0000008727","Greek tragedies"
"0000008728","English literature"
"0000008729","Literature"
"0000008730","World History"
"0000008731","Marketing management"
"0000008732","America- Politics & Government"
"0000008734","Strategic planning"
"0000008735","Managerial accounting"
"0000008736","Literature"
"0000008737","Literature"
"0000008738","Literature"
"0000008739","Literature"
"0000008740","Literature"
"0000008741","Literature"
"0000008742","Literature"
"0000008743","Literature"
"0000008744","Literature"
"0000008745","LIterature"
"0000008746","Literature"
"0000008747","LIterature"
"0000008748","Literature"
"0000008749","Literature"
"0000008750","Literature"
"0000008751","Shaw, Bernard, 1856-1950-Biography"
"0000008751","Dramatists, Irish-20th century-Biography"
"0000008752","Neolithic period-England-Sussex-Fiction"
"0000008752","Great Britain-History-to 55 B.C.-Fiction"
"0000008753","Management"
"0000008754","System design"
"0000008754","Computer architecture"
"0000008754","High performance computing"
"0000008755","Creative writing"
"0000008755","Writing authorship"
"0000008755","Creation (literary, artistic, etc.)"
"0000008756","Analytical (Financial) accounting"
"0000008757","Accounting"
"0000008758","Child rearing"
"0000008759","Crisis intervention (Mental health services)"
"0000008759","Crisis intervention (Mental health services)-Adm."
"0000008760","Job hunting-California-Santa Clara Country"
"0000008760","Information technology-Vocational guidance"
"0000008761","Leadership"
"0000008761","Chief executive officer"
"0000008762","Landscapes-Poetry"
"0000008763","Afro-Americans-History"
"0000008763","Slavery-United States-History"
"0000008763","United States-Race relations"
"0000008763","Afro-American-Biography-History & Criticism"
"0000008763","Logan, Rayford Whittingham,1897"
"0000008764","Accounting"
"0000008765","Literature-Collections"
"0000008766","Knowledge management-Congresses"
"0000008766","Organizational learning-Congresses"
"0000008767","Strategic planning"
"0000008767","Organizational change"
"0000008767","Organizational behavior"
"0000008768","Business"
"0000008768","Management"
"0000008769","Poets-Men-Biography"
"0000008770","Greek literature"
"0000008771","Literature"
"0000008772","Cost accounting"
"0000008775","Cost accounting"
"0000008776","Harmony"
"0000008777","Motion pictures-United States"
"0000008778","Professions-Marketing"
"0000008779","Marketing"
"0000008781","Poetry-Chaucer"
"0000008782","Home-based businesses"
"0000008782","New business enterprises"
"0000008783","Transportation...Juvenile literature"
"0000008784","kafka, Franz, 1883-1924-Translations into English"
"0000008785","Literature"
"0000008786","Literature"
"0000008788","Literature"
"0000008789","Literature"
"0000008792","Poetry"
"0000008793","Chandler, Raymond, 1888-1959-Moving pic. plays"
"0000008793","Chandler, Raymond,1888-1959-Film Adaptations"
"0000008793","Detective and mystery films-History and Criticism"
"0000008794","Work groups"
"0000008794","Work groups-Data processing"
"0000008795","Accounting-Problems,exercises, etc."
"0000008796","Human bondage-Poetry"
"0000008797","Television"
"0000008798","Health"
"0000008798","Medicine"
"0000008798","Medical care"
"0000008799","Drawing"
"0000008800","Great Britain-History"
"0000008801","Algebra and number theory"
"0000008802","Management"
"0000008803","Management"
"0000008805","Human behavior"
"0000008806","Production management"
"0000008807","Management services"
"0000008808","History with respect to kind of person"
"0000008809","Europe-History"
"0000008810","Play"
"0000008811","Marketing-Management"
"0000008811","Marketing-United States-Management"
"0000008811","Export marketing-Management"
"0000008812","Business education"
"0000008813","Incentives on industry-United States"
"0000008813","Performance awards-United States"
"0000008814","Financial management"
"0000008815","Accounting"
"0000008816","Accounting"
"0000008817","Business finance"
"0000008818","Management of distribution"
"0000008819","Accounting"
"0000008820","Accounting"
"0000008821","World history"
"0000008822","Collection of essays"
"0000008823","Report writing"
"0000008824","Investment management"
"0000008825","Plants, Ornamental-Philippines-Encyclopedias"
"0000008825","Plants, Ornamental-Philippines-Pictorial works"
"0000008826","Processing and forms of cow's milk"
"0000008827","Milking and milk processing"
"0000008828","Butter processing"
"0000008829","Organization change"
"0000008829","Organiozation effectiveness"
"0000008830","Drafting, Mechanical"
"0000008831","Technical drawing"
"0000008832","Greek literature"
"0000008833","Mysteries and miracle plays"
"0000008834","Literature"
"0000008835","Literature"
"0000008836","Literature"
"0000008837","Literature"
"0000008838","Literature"
"0000008839","Literature"
"0000008840","Literature"
"0000008842","History, description, critical appraisal..."
"0000008843","Literature-Collections"
"0000008844","Literature"
"0000008846","Formalism (literary analysis)"
"0000008846","Criticism"
"0000008846","Poetics"
"0000008847","Land reforms"
"0000008847","Taxation"
"0000008848","Leadership-Executiive management"
"0000008849","Literature"
"0000008850","Civilization, Occidental"
"0000008851","Family psychotherapy"
"0000008852","Organizational change"
"0000008852","Organizational learning"
"0000008853","International business enterprises-Management"
"0000008853","Technological innovations-Management"
"0000008853","Diffusion of innovations"
"0000008854","African literature (English)- History & criticism"
"0000008854","Oral tradition-Africa"
"0000008855","Literature"
"0000008859","Literature"
"0000008861","Literature"
"0000008862","Literature"
"0000008868","Public Speaking"
"0000008870","Human Physiology"
"0000008871","Biotechnology"
"0000008875","Physical fitness"
"0000008876","Creative writing"
"0000008877","Partnership"
"0000008877","Corporattion"
"0000008878","Short stories, Philippine"
"0000008879","Children's literature"
"0000008880","Poetry-Collections"
"0000008881","Literature"
"0000008883","Time management"
"0000008884","Short stories, Philippines"
"0000008885","Child Rearing"
"0000008886","Tpewritnig-study and teaching"
"0000008887","Strategic planning"
"0000008888","Football-Coaching-Philosophy"
"0000008888","Teamwork (Sports)"
"0000008888","Leadership"
"0000008889","Social history-Maps"
"0000008889","Social change-Maps"
"0000008889","Economic history-1971-Maps"
"0000008890","Arts and crafts"
"0000008891","Conducts of meetings"
"0000008892","Mathematics"
"0000008893","Accounting"
"0000008894","Management-organization as community"
"0000008895","Organiztion and management"
"0000008896","Management"
"0000008897","Psychotherapy-Popular works"
"0000008897","Psychotherapy patients-abuse of"
"0000008897","Psychiatric errors"
"0000008897","Consumer education"
"0000008898","Philippines-Geography"
"0000008898","Philippines-natural resources"
"0000008899","Filipino retorika"
"0000008900","Accounting"
"0000008901","Management"
"0000008902","Asians-history"
"0000008903","Philippine Literature"
"0000008904","Philosophy and theory of the arts"
"0000008905","Fiction"
"0000008906","Meal planning"
"0000008907","Business consultants"
"0000008907","Social psychology"
"0000008908","Business consultants"
"0000008908","Social Psychology"
"0000008910","World war,1939-1945-fiction"
"0000008911","Shakespeare imagery"
"0000008912","Detective and mystery stories, American"
"0000008913","Literature"
"0000008918","Indians of North America-Fiction"
"0000008920","Sonnets-Milton"
"0000008921","English Language-Composition and exercises"
"0000008921","English Language-study and teaching"
"0000008921","Language arts"
"0000008922","Career development"
"0000008923","Sex education"
"0000008924","Dairy products"
"0000008925","Organizational effectiveness"
"0000008925","Strategic planning"
"0000008925","Management"
"0000008926","Anatomy"
"0000008926","Physiology"
"0000008927","Income taxation"
"0000008928","Accounting"
"0000008929","Literature"
"0000008930","Literature"
"0000008931","Information technology"
"0000008932","Philippine literature"
"0000008933","Tacitus, Cornelius-Rome-Biography"
"0000008934","Satire and humor"
"0000008935","Short stories, Philippines"
"0000008937","Human Physiology"
"0000008937","Human Anatomy"
"0000008938","Analytical (Financial) Accounting"
"0000008939","Accounting"
"0000008940","Income taxation"
"0000008941","Taxation"
"0000008942","Partnership & Corporation Accounting"
"0000008943","Photography and photographs"
"0000008944","Motion pictures-Europe-Encyclopedia"
"0000008945","Romulo, Carlos P."
"0000008946","Partnership"
"0000008946","Corporations"
"0000008947","Bulacan, history"
"0000008948","Organizational change"
"0000008948","Organizational innovation"
"0000008949","Accounting"
"0000008951","Literature"
"0000008952","Fiction-History and criticism"
"0000008952","Interpersonal relations in literature"
"0000008952","Self in literature"
"0000008952","Sex in literature"
"0000008953","Vietnamese conflict, 1961-1975-Fiction"
"0000008954","Literature"
"0000008955","Literature"
"0000008959","Fiction"
"0000008966","Theater"
"0000008967","Accounting"
"0000008968","Psychology, Industrial"
"0000008968","Interpersonal relations"
"0000008968","Self-perception"
"0000008968","Emotions"
"0000008969","Physics"
"0000008970","Taxation-Reviewer and quizzer"
"0000008972","Philippine literature"
"0000008973","Business ethics"
"0000008974","Philosophy"
"0000008975","Sociology"
"0000008976","English language-Grammar"
"0000008977","Nonprofit organizations-Management"
"0000008977","Directors of Corporations"
"0000008977","Corporate governance"
"0000008978","Rizal y Alonzo, Jose"
"0000008978","Heroes-Philippines-Biography"
"0000008979","Rizal y Alonzo, Jose"
"0000008979","Heroes-Philippines-Biography"
"0000008980","Rizal y Alonzo, Jose"
"0000008980","Heroes-Philippines-Biography"
"0000008981","Philippines-History"
"0000008983","Managerial Accounting"
"0000008984","Philosophy and theory of the arts"
"0000008985","Architecture, Modern-20th century- Washington Reg."
"0000008985","Architecture-Washington Region"
"0000008985","Washington (D. C.)-Building, structures etc."
"0000008986","Business ethics"
"0000008987","Cooking"
"0000008988","Women-Community Leaders"
"0000008989","Research methods"
"0000008989","Thesis writing"
"0000008990","Grammar, usage, word study"
"0000008991","Sociology"
"0000008992","Folktales"
"0000008993","Philippines-Games study"
"0000008994","Public Speaking"
"0000008995","Social Philosophy"
"0000008996","Developmental reading"
"0000008998","Anatomy"
"0000008998","Physiology"
"0000008999","Psychiatric Nursing"
"0000009000","Emergency Medicine"
"0000009000","Emergency Medical Technicals"
"0000009000","Prehospital Emergency Care"
"0000009001","Human Physiology"
"0000009001","Human Anatomy"
"0000009002","Chemistry"
"0000009003","Psychiatric Nursing- Examinations and Questions"
"0000009003","Mental Health- Examination Questions"
"0000009004","Cookery"
"0000009005","Cookery, Philippine"
"0000009006","Beverages (Drinks)"
"0000009007","Hotel Management"
"0000009008","baking"
"0000009009","Pastry"
"0000009010","Restaurant-Design and Construction"
"0000009011","Meal Planning"
"0000009012","teaching- handbooks, manuals"
"0000009013","Education-Standards (United States)"
"0000009013","Curriculum Planning (United States)"
"0000009013","Educ'l tests and requirements (United States)"
"0000009014","Arts--Study and teaching (Preschool)"
"0000009014","Early childhood education"
"0000009015","Education, Secondary-Curricula"
"0000009015","Constructivism (Education)"
"0000009015","Lesson Planning"
"0000009016","Thought and thinking-Study and Teaching"
"0000009016","Education-Standards (United States)"
"0000009017","Teachers- In Service Training (United States)"
"0000009018","Sociology-Christian"
"0000009018","Christian democracy"
"0000009019","Effective Teaching- United States"
"0000009019","Academic achievement- Statistics (United States)"
"0000009020","Learning, Psychology of"
"0000009020","Multiple intelligences"
"0000009020","Cognitive Styles"
"0000009021","Tertiary- learning strategies"
"0000009022","Effective Teaching-United States (handbooks, etc.)"
"0000009022","Middle school teaching-United States"
"0000009022","High school teaching-United States"
"0000009023","Gifted children- education curricula"
"0000009023","curriculum planning"
"0000009024","Philippine atlas."
"0000009026","Tourism"
"0000009027","Waiters- handbooks, manuals, etc."
