"accessno","bibliogra"
"0000007945","Dashefsky,h.steve. Botany:high-school science fair projects. New York : Tab Books.,, c1994."
"0000007946","Hernandez, Dolores F. Biology for Philippine high School:the relationship of living things. Mandaluyong City : Cacho Hermanos,Inc., c1965."
"0000007947","Garcia,grace Galangco. Edukasyong pangkatawan,kalusugan,at musika I. .sta.ana Manila : Innovative Educational Materials,Inc, c1998."
"0000007948","Gugol,ma.victoria A. [et al.] Bagtas aklat sa wika II. Quezon City : Dane Publishing House, c1996."
"0000007949","Lalunio,lydia P. [et al.] Bagtas aklat sa wika III. Quezon City : Dane Publishing House,Inc., c1996."
"0000007951","Milambiling,ruben Maraviles [et al.]. Edukasyong pangkatawan,kalusugan at musika III.. Sta.ana Manila : Innovative Educational Materials,Inc, c1998."
"0000007952","Milambiling,ruben M. [et al.] Edukasyong pangkatawan,kalusugan at musika IV.. Sta.ana Manila : Innovative Educa'l Material,Inc., c1998."
"0000007953","Padilla,angelita C. [et al.] Edukasyong pangkatawan,kalusugan,at musika IV. Sampaloc Manila : St.Augustine Pub., c1998."
"0000007954","Parro,alicia N. Ed.d [et al.]. Physical education,health and music (pehm) for Phil.School II.. Quezon City : FNB Educa'l,Inc., c1998."
"0000007955","Parro,alicia N. [et al.] Physical education,health and music (PEHM) I & II. Quezon City : FNB Educa'l.,Inc., c1998."
"0000007957","Amundsen, Kristen. Anwe Look at the silenced majority women & american democracy. Prentice-hall : New Jersey, c1877."
"0000007958","Dadufalza,corazon P. [et al.] Functional english for advanced students of today I.. Quezon City : Dane Pub.,House, c1996."
"0000007959","[et al.]. Teaching: models strategies and skills (A guide to efficient-effective teaching. 1st ed. Rex Bookstore : Manila, c1997."
"0000007960","Azeveda, Judy. Understanding Modern Media. Laidlaw Borthers : River  Forest Illinois, c1978."
"0000007963","Munoz,alen Mateo S. [et al.] Functional english for advanced students of today IV.. Quezon City : Dane Pub.,House,Inc., c1996."
"0000007964","Abana,etelita P. [et al.] Enrichment exercises for adventures in english 4.. Quezon City : Phoenix Pub.,House,Inc., c1994."
"0000007965","Serrano,josephine B. [et al.] Revitalized english communication for high school students.. Quezon City : Phoenix Pub. House,Inc., c1995."
"0000007966","Quilala , Felicidad  Pilar [et al.]. World pulses,textbook in communication arts in english for high school.. Manila : Rex Bookstore., c1993."
"0000007967","Davies,hugh Sykes. The poets and their critics:blake to browning. London : Hutchinson & Co., c1962."
"0000007968","Dela Cruz,edna M. [et al.] Dimensions in learning english II:a series for phil.secondary schools.. Manila : Rex Bookstore, c1999."
"0000007969","Madriaga,ester R. [et al.] Ang Pilibusterismo. Quezon City : Abiva Pub. House,Inc., c1996."
"0000007970","Batnag,aurora E. [et al.] Ang Noli Me Tangere ni Jose Rizal. Manila : Rex Book Store, c1988."
"0000007971","Tiongson,rosemarie R. [et al.] kasaysayan ng daigdig(araling Panlipunan IV ). Manila : St.Bernadette Pub.,Inc., c1991."
"0000007972","Llanes,ferdinand C. Pagbabalik sa bayan:mga lektura sa kasaysayan ng historiyograpiya. Manila : Rex Book Store, c1993."
"0000007973","Santiago,aurora. Araling panlipunan I:Pilipinas kasaysayan at pamahalaan. Manila : Mega-Jesta Prints,Inc., c1997."
"0000007974","Leuterio,dr.florida C. World history. Sampaloc Manila : St. Augustine Pub.,Inc., c1998."
"0000007975","Santiago,aurora L. [et al.] Pilipinas kasaysayan at pamahalaan.. Metro Manila : Mega Jenta Prints,Inc., c1998."
"0000007976","Santiago,aurora L. [et al.] Araling Panlipunan II:Asya kasaysayan at kabihasnan. Manila : Jo-es Pub.,& Printing House,Inc., c1997."
"0000007977","Mitchell,ruth. William Shakespeare's the taming of the shrew. New York : Barron's Educa'l Series, c1985."
"0000007981","Mitchell,ruth [et al.]. William Shakespeare's the taming of theshrew. New York : Barron's Educa'l Series, c1985."
"0000007982","Goode,ruth. Jane Austen's pride and prejudice. New York : Barron's Educa'l.,Series, c1984."
"0000007983","Bauzon, Prisciliano T. Handbook in social philosophy: with review  materials in social philosophy and philosophy of education... Mandaluyong City : Natioanl Book Store, c2002."
"0000007984","Forman,carol. John steinbeck's the pearl. New York : Barron's Educa'l Series, c1985."
"0000007985","Linnea,sharon. William Shakespeare's Romeo and Juliet. New York : Barron's Educa'l.,Inc., c1989."
"0000007986","Auer,jim. Ernest Hemingway's for whom the bell tolls. New York : Barron's Educa'l Series, c1986."
"0000007987","Milton,joyce. William shakespeares the merchant of venice. New York : Barron's Educa'l.,Series., c1985."
"0000007988","Ratliff,gerald Lee. Niccolo Machiavelli's the prince. New York : Barron's Educa'l.,Series,Inc., c1986."
"0000007989","Mccarthy,frances. Emily Bronte's wuthering heights. New York : Barron's Educa'l.,Series, c1984."
"0000007990","Milton,joyce. Miguel de cervantes'Don quixote. New York : Barron's Educa'l.,Series, c1985."
"0000007991","Milton,joyce. Charlotte Bronte's Jane eyne. New York : Barron's Educa'l,Series, c1984."
"0000007992","Goodman,michael. John steinbecks of mice & men. New York : Barron's Educa'l.,series, c1984."
"0000007993","Feingold,michael. Williamshakespeare's hamlet. New York : Barron's Educa'l.,series, c1984."
"0000007994","Applegate,katherine. Fireworks:can the flames of love keep burning?. London : Scholastic Childrens Books., c1993."
"0000007995","Danziger,paula. P.S longer letter later. New York : Scholastic Inc., c1998."
"0000007996","Willam,kate. Please forgive me. New York : Bantam Books, c1998."
"0000007997","Couldery,f.a.j. Guide to understanding financial statements (for Non financial manager). Malaysia : SAM PublishingSdn.Bhd., c2000."
"0000007999","Santiago,aurora L. [et al.] Araling panlipunan 1:pilipinas kasaysayan at pamahalaan. Manila : Mega-Jesta Prints.,Inc., c1997."
"0000008000","Wilkinson, Joseph W. [et al.] Accounting information systems : essential concepts and applications. New York : John Wiley and Sons, c2000."
"0000008001","Lacsamana,leodivico C. Philippine history and government.. Quezon City : Phoenix Pub.,House., c1987."
"0000008002","Leonhardt,many. 99 ways to get your kids to do their homework:(and not hate it) .. New York : Three Revirs Press., c2000."
"0000008003","Newstrom,john W. [et al.] The big book of team building games:trust-building activities,team spirit exercises ..... New York : McGraw-Hill, c1998."
"0000008004","Baran, Stanley J. [et al.] Introduction  to mass communication : media literacy and culture. Mayfields : Mountain View Californis, c1999."
"0000008005","Baraceros, Esther L. Communication skills 1: study andn tinking skills. 1st ed. Rex Book Store : Manila, c2000."
"0000008006","Davis,paul. Listen up!overcoming hearing loss.. Australia : Gore & Osment Pub., c1996."
"0000008007","Mick,lawrence E. Understanding the sacraments today. Pasay City : St.Paul Pub., c1987."
"0000008008","Terban,marvin. Scholastic dictionary of idioms:more than 600 phrases,saying & expressions.. New York : Scholastic Inc., c1996."
"0000008009","Hurley,jo. Celebrity quiz-o-rama pop party:pop quizzes,party ideas,and more!. New York : Scholastic Inc., c2000."
"0000008010","Bird,polly. Time management. London : Teach Yourself Books, c1998."
"0000008011","Bazagonov,m.s. [et al.] Shakespeare in the red. New York : ARC Books Inc., c1965."
"0000008012","Bennet, Dudley. IA and the manager. New York : AMACOM, c1976."
"0000008013","Canfield,jack. Chicken soup for the kids soul:101 stories of courage,hope and laughter. Florida : Health communications, c1998."
"0000008014","Sison, Perfecto S. [et al.] Personnel management in the 21st century. Manila : Rex Bookstore, c2003."
"0000008015","Lao, Felix M. [et al.] Marketing management : concepts and applications for strategic marketing planning. 1st ed. Manila : Rex Book Store, c1998."
"0000008016","Bago, Adelaida L. Curriculum development:the Philippine experience. Manila : De la Salle University Press, c2001."
"0000008017","Israel,julita A. Lakas ng loob:the filipino will! : a book on positive thinking for filipinos.. Makati City : Bookmark, c1995."
"0000008018","Goldsborough, F. Charmed: the crimson spell.. New York : Pocket Pulse, c2000."
"0000008019","Lennox,marion. Hijack honeymoon. Sydney : Harlequiz Mills & Boom, c1998."
"0000008020","Baker,jennifer. Dawson's creek:calm before the storm.. New York : Pocket Books, c1998."
"0000008021","Rodriguez,k.s. Dawson's creek:major meltdown.... New York : Pocket Books, c1999."
"0000008022","Anders,c.j. Dawson's creek tough enough.. New York : Pocket Book, c2000."
"0000008023","Anders,c.j. Dawson's creek:shifting luto overdrive. New York : Pocket Books, c1998."
"0000008024","Rowling, J.k. Harry potter and the sorcener's stone. New York : Scholastic Inc., c1997."
"0000008025","Rowling ,j.k. Harry potter and the chamber of secrets. New York : Scholastic Inc., c1999."
"0000008026","Roberts,laura Poyton. Clearwater crossing:skin deep. New York : Bantam Books, c1999."
"0000008027","Krulik,nancy. Scott and scott; the boys of felicity. New York : Pocket Pulse, c2000."
"0000008028","Ashley, Stephen [et al.]. Recipes for large numbers. Melbourne : Hospitality Press, c1996."
"0000008032","Pascal ,francine. SVH Senioryear:three girls and a guy.. New York : Bantam Books, c2000."
"0000008033","Allan,jeanns. A groom for gruen. Sydney : Harkquin Mills & Boom, c1998."
"0000008034","Bird,polly [et al.]. So you're anaemic""iron deficiency anaemic,folate deficiency,......... Australia : Gore & Osment Pub., c1996."
"0000008035","Watson, Charles [et al.]. Fever!a parents guide to measles,mumps and other childhood infections. Australia : [s.n.], c1995."
"0000008036","Canfied, Jack. Chicken soup for the couple's soul:inspirational stories about love and relationship.. Chennai : Westland book pet ltd, c1999."
"0000008037","Santos,emmanuel T. The constitution of the Philippines: notes and comments. Makati City : [s.n.], c2001."
"0000008038","Tan, Emma R. Questions and answers on parenting: a handbook for parents....... Makati : Bookmark, c1995."
"0000008039","Daza,jullie Yap [et al.]. A time to love and a time to leave. Manila : UST Pub. House, c1998."
"0000008040","Pascal,Francine.    [et al.]. Split decision. New York : Bantam,Books, c2000."
"0000008041","(the Catholic University Of America). New catholic encyclopedia;jubilee volume. New York : Gate Group, c2001."
"0000008042","John,laurie. Secret love diaries chloe.. New York : Bantam,Books, c2000."
"0000008043","Pascal,francine. Say it to my face.. New York : Bantam,Books, c1999."
"0000008044","Metz,melinda. Roswell high:the watcher. New York : Pocket Pulse, c1999."
"0000008045","Raymundo, Corazon M. [et al.] Unsafe abortion in the Philippines : a threat to Public health. Quezon City : Demographic Research and Development, c2001."
"0000008046","Christie,amanda. 7th heaven:rivals. New York : Randam House, c2000."
"0000008047","Click, Phyllis [et al.]. Administration of schools for young children. 5th ed. Africa : Delmar Thomson Learning, c2000."
"0000008048","Reisfeld,randi [et al.]. Clueless:cher's furiously fit workout. New York : An Archway Paperback, c1996."
"0000008049","Jaffe, Clell Iles. Public speaking : concepts and skills for a diverse society. 2nd ed. Belmont, Ca : Wadsworth Publishing Co.,, c1998."
"0000008050","Gilmour,h.b. Clueless:cher's  frantically romantic assignment.. New York : An Archway Paperback, c1998."
"0000008051","Laurel,lisa Kaye. The prince's baby. Sydney : Harlequin Mills & Boom, c1997."
"0000008052","Anders, C.j. Dawson's Creek: don't scream. New York : Pocket Pulse, c1999."
"0000008053","Kelly, Alison. Man about the house. Sydney : Harlequin Mills & Boom, c1998."
"0000008054","Roberts, Laura Payton. Clearwater crossing: no doubts. New York : Bantam Books, c1999."
"0000008055","Applegate, Katherine. Making out: don't forget Lara. New York : Avon Books, c1998."
"0000008056","Pascal,francine. SVH Senioryear:as if i care. New York : Bantam Books, c2000."
"0000008057","Cullen, Peter [et al.]. Economics for hospitality management. London : An International Thomson Publishing, c1997."
"0000008058","Berger, Melvin [et al.]. discovering Mars: the amazing story of the red planet. New York : Scholastic Inc., c1992."
"0000008059","Bers, Lipman [et al.]. Calculus. 2nd Ed. ed. New Yprk : Holt RineHart and Winston, c1969."
"0000008060","Suzanne,jamie [et al.]. Sweet valley Jr. high:one 2 many.. New York : Bantam Book, c1999."
"0000008061","Berridge,h.r. Ernest hemingways a farewell to arms. New York : Barron's Educational Series, c1984."
"0000008062","Borger, R. [et al.] The Psychology of learning. Baltimore : Penguin Books, c1967."
"0000008063","Bishop, Jim. THe day Christ died. New York : Harper and Brother, c1957."
"0000008064","Berne, Eric. Game people play: the Psychology of human relationship. New York : Grove Press Inc., c1964."
"0000008065","Botor, Celeste O.  Essays in Philosophy of Education II: Glimpses of education in the Philippines,Libya,and the USA. Manila : Rex Book Store, c1997."
"0000008086","Aver,jim [et al.]. Ernest hemingway's the old man and the sea. New York : Barron's Educational Series, c1984."
"0000008087","Morrice,polly Alison. Charles Dicken's a tale of two cities. New York : Barron's Educational Series, c1984."
"0000008088","Spring,michael. William shakespeare's julius caesar. New York : Barron's Educational Series,Inc., c1984."
"0000008089","Baybay,monina B. Discovering together god's word:a basic background to the bible in 7 sessions for school,home & officer. Pasay City : Daughters of St. Paul, c1984."
"0000008090","Fuster,j.m. The journey of faith. Pasay City : Daughters of St. Paul, c1984."
"0000008091","Lesser,r.h. Like honey in the rock. Pasay City : Daughters of St. Paul, c1987."
"0000008092","Taylor,justin. As it was written...an introduction to the bible. Pasay City : Daughter of St. Paul, c1987."
"0000008093","Elbow,peter [et al.]. A community of writers:a workshop course in writing. New York : McGraw-Hill,Inc., c1983."
"0000008095","Aldanov,mark. The fifth seal. New York : Charles Scribner's Sons, c1943."
"0000008096",
"0000008097","A Team Of Experts . Advanced learners dictionary of economics. New Delhi : Anmol Publication Put.Ltd., c2000."
"0000008098","A Team Of Experts . Advanced learners dictionary of economics. New Delhi : Anmol Publication Put.Ltd., c2000."
"0000008099","Alcantara,rebecca [et al.]. Skillbook for speech improvement. Quezon City : Katha Publishing Co.,Inc., c1999."
"0000008100","Biggs,alton. Science voyages:exploring the life,earth & physical sciences. New York : Glencoe McGraw-Hill, c2000."
"0000008101","Suzanne,jamie. Too many good-byes. New York : Bantam Books, c2001."
"0000008102","Suzanne,jamie. keepin it right. New York : Bantam Books, c2000."
"0000008103","Suzanne,jamie. Drama Queen. New York : Bantam,Books, c2000."
"0000008104","Suzanne,jamie. . New York : Bantam Books, c2000."
"0000008106","Suzanne,jamie. Soulmate. New York : Bantam Books, c1999."
"0000008108","Suzzane,jamie. . New York : Bantam Books, c1999."
"0000008109","Suzanne,jamie. Sweet valley Jr. high:cheating on Anna. New York : Bantam Books, c1999."
"0000008111","Corpuz,jaime Salvador [et al.]. Ang Malulos sa mga kasaysayan. Malolos : Center for Bulacan Studies B.S.U., c2000."
"0000008112","Terban,marvin. Scholastic dictionary of idioms:more than 600 phrases saying & expressions. New York : Scholastic Inc., c1996."
"0000008113","Vails,rachel. Not that i care:the friendship ring Morgan. New York : An Apple Paperback /   Scholastic In, c1998."
"0000008114","Chritie,amanda. 7th heaven:Mr. Nice Guy. New York : Ramdom House, c2000."
"0000008115","Vail,rachel. If you only knew:the friendship ring zoe.. New York : An Apple Paperback / Scholastic Inc., c1998."
"0000008116","Suzanne,jamie. No more Mr. Nice Guy. New York : Bantam Books, c2001."
"0000008117","Vails,rachel. The friendship ring Olivia:what are friend for ?. New York : An Apple Paperback/Scholastic Inc., c1999."
"0000008118","Suzanne,jamie. Clueless. New York : Bantam Books, c2000."
"0000008119","Suzanne,jamie. Twin twitch. New York : Bantam Books, c1999."
"0000008120","Suzanne,jamie. Im so outta here. New York : Bantam Books, c2000."
"0000008121","Borgna,brunner. The time almanac 2000.. Boston : Time Inc., c1999."
"0000008122","Suzanne,jamie. Third wheel. New York : Bantam,Books, c2000."
"0000008123","Kotas, Richard [et al.]. Management accounting for hospitality and tourism. 3rd Ed ed. Australia : Thomson Learning, c1999."
"0000008124","Suzanne,jamie. Invisible me. New York : Bantam Books, c2000."
"0000008125","Warner,gertrude Chandler. The home run mystery. Monton Grove : Albert whitman & co., c2000."
"0000008126","Atkinson, Helen [et al.]. Business accounting for hospitality and tourism. Australia : Thomson Learning, c1995."
"0000008127","Ellerbee,linda. Girl reporter stuck in jam!. New York : Avon Books., c2000."
"0000008128","Warner,gertrude Chandler. The gymnastics mystery. Morton Grove : Albert Whitman & Co., c1999."
"0000008130","Spencer,m.d. Humans morphs:blasting into the past.. England : Peter Haddock Ltd., c2000."
"0000008131","Applegate,k.a. Animorphs:the reunion. New York : Scholastic Inc., c1999."
"0000008132","Ellerbee,linda. Girl reporter bytes back !. New York : Harper Collins Publishers Inc., c2001."
"0000008133","Warner.gertrude Chandler. The poism frog mystery. Morton Grove : Albert Whitman & Co., c2000."
"0000008134","Applegate,k.a. Animorphs:the arrival. New York : Scholastic Inc., c2000."
"0000008135","Applegate,k.a. Animorphs:the resistance. New York : Scholastic Inc., c2000."
"0000008136","Applegate,k.a. Animorphs:the  exposed. New York : Scholastic Inc., c1999."
"0000008137","Applegate,k.a. Animorphs:the other. New York : Scholastic Inc., c2000."
"0000008138","Dewey,melvil,1851-1931. Abridged Dewey decimal classification and relative index.. Usa : Forest Press, c1971."
"0000008140","Fraenkel, Jack R. [et al.] How to design and evaluate research in education. 5th ed. Boston : McGraw Hill, c2003."
"0000008141","Carver, Angela R. [et al.] How to calculate drug dosages. 2nd ed. Oradell, N.j : Medical economics Company Inc., c1992."
"0000008142","Dowding, Lesley [et al.]. Managing in health care : a guide for nurses, midwives and health visitors. London : Prentice Hall, c2002."
"0000008143","Cousins, John [et al.]. Food and  beverage management. 2nd ed. Harlow, England : Prentice Hall, c2002."
"0000008144","Cousins, John [et al.]. Food and beverage management. 2nd ed. Harlow, England : Prentice Hall, c2002."
"0000008145","Jonsson,r.e. Cliffs notes on hardy's for from the madding crowd. Linoln : Cliffs notes,Inc., c1973."
"0000008146","Nicoll,bruce. Cliffs notes on chaucer's canterbury tales. Linoln : Cliffs notes,Inc., c1964."
"0000008147","Holland,william [et al.]. Cliffs notes on eliot's silas marner. Lincoln : Cliffs Notes Inc., c1990."
"0000008148","Morris,darlene Bennett. Cliffs notes on haw thorne's the house of the seven gables. Lincoln : Cliffs notes Inc., c1984."
"0000008149","Morris,darlene Bennett. Cliffs notes on haw thorne's the house of the seven gables. Lincoln : Cliffs notes Inc., c1984."
"0000008150","Skill,elaine Strong. Cliffs notes on beowself. Lincoln : Cliffs notes Inc., c1990."
"0000008151","Force,lorraine M. Cliffs note on hardy's  bess of the D'urbuvilles. Lincoln : Cliffs Notes Inc., c1966."
"0000008152","Dibble,terry J. Cliffs notes on hawthorne's the scarlet letter. Lincoln : Cliffs Notes Inc., c1988."
"0000008153","Smith,robert Kimmel. Chocolote fever. New York : Bantam Doubleday Dell Pub. Group Inc, c1972."
"0000008154","A Courseware Of The Business Tech. Fashion jewelry and accessories. Makati : Tech. & Livelihood resources center, c1995."
"0000008155","General Editor Austin Flannery. Vatican council II:the conciliar and post conciliar documents.. Pasay City : Paulines Publishing House, c1984."
"0000008157","Held, Gilbert [et al.]. Understanding data communications. 6th ed. Indianapolis, Indiana : New Riders, c1999."
"0000008158","Catholic Bishops Conference Of The Phil. Katesismo para sa mga Pilipinong katoliko. Manila : CBCP / ECCLE Word & life Pub., c2000."
"0000008159","Abriol,mons. Jose C. Talambuhay ng mga santo.. Pasay City : Paulines Pub., House ., c1998."
"0000008162","A Team Of Daughters Of Saint Paul. Thirty-three saints for boys & girls. Pasay City : Paulines Pub., House, c1980."
"0000008163","General Ed., Austin Flanner. Vatican council II:more postconciliar documents. Pasay City : Paulines Pub., House, c2000."
"0000008165","Atsil. Hiwaga ng nawawalang agila. Manila : BI Publishing., c1997."
"0000008166","Del Mar, Maxi. Lihim ng batong bughaw. Manila : BI Publishing., c1996."
"0000008167","Fraenkel, Jack R. [et al.] How to design and evaluate research in education. 2nd ed. New York : McGraw-Hill, c1993."
"0000008168","Ellerbee,linda [et al.]. Girl reporter sinks school!. New York : Harper Collins Pub., c2000."
"0000008169",
"0000008170","[et al.]. The mystery of the empty safe.. Morton Grove : Albert Whitman & Company., c2000."
"0000008171",". A childs first library of interactive learning. China : Time life asia Inc., c2000."
"0000008172","Paterno,mania Elena [et al.]. Volcanoes of the Philippines. Makati : Tahanan book for young readers., c1992."
"0000008173","Merki,mary Bronson. Teen health course 3. New York : Glencoe McGraw-Hill, c1999."
"0000008174","Lorenzana, Carlos C. Favorite ASEAN recipes. Bo. Ugong Pasig City : Anvil Publishing, c1993."
"0000008175","Nocon, Ferdinand P. [et al.] Differential calculus : made simple for Filipinos. Mandaluyong City : National Bookstore, c2001."
"0000008176","Lamorena, Melchora B. [et al.] Instructional strategies in ecology : a manual for indoor/outdoor ecology. Manila : Rex Book Store, c2000."
"0000008177","Thompson,frank H. Cliffs notes on hardip return of the natives. Linoln : Cliffs Notes Inc., c1966."
"0000008178",". A child first library of values. New York : Time life Inc., c1997."
"0000008179","Paterno,maria Elena [et al.]. Incredible mysteries:natural wonders of the Philippines. Makati City : Tahanan books for young readers, c1996."
"0000008181","Merki,mary Bronson. Teen health course 3. New York : Glencoe-McGraw-Hill, c1999."
"0000008182","Randall,ronne. Animal stories. Usa : Lady Birds Books,LTD., c1995."
"0000008183","Ghai,sk [et al.]. Organizational ability. Green Park Extension : Sterling Publisher, c1999."
"0000008184","Aquino, Conrado P. [et al.] Fundamentals of Public speaking and debate. Quezon City : Phoenix Publishing House, c2002."
"0000008185","Dumol,paul A. [et al.] A history of the Filipino people for high school.. Manila : Sinag-Tala Publishers, c2002."
"0000008186","Rohr,richard [et al.]. The great themes of scripture: new testament. Pasay City : Daughters of St.Paul, c1988."
"0000008187","Sabhanwal,bhavana. A gift to cherish. New Delhi : Sterling Publishers, c1996."
"0000008188","Baker, Kevin, 1949 [et al.]. Hospitality management : an introduction. Melbourne : Hospitality Press, c2001."
"0000008189","Ghai,s.k [et al.]. Attitudinal behaviour. Green Park Extension : Sterling Publishers, c1999."
"0000008190","Malkani,vikas. All you wanted to know about relaxation. New Delhi : New Dawn, c2001."
"0000008191","Walia , M.m. For the soul thought: a book on self-empowerment. New Delhi : Sterling Publishers, c2001."
"0000008192","Ghai,s.k [et al.]. Optimum output. New York : Sterling Publishers, c1999."
"0000008193",". Barbecue : barbecue recipes for the adventurous cook. London : Quantum Books, c1998."
"0000008194","Fernandez,aurelio [et al.]. Our moral life in christ:a basic course on moral theology. Princeton : Scepter Publishers,Inc., c1997."
"0000008195","Malkani,vikas. aLL YOU WANTED TO KNOW ABOUT SPIRITUALITY. New Delhi : NEW DAWN, c2001."
"0000008196","Walia,m.w. For the soul divine grace. New Delhi : Sterling Publishers, c2001."
"0000008197","Edmark,tomima. 365 ways to kiss your love: a daily guide to creative kissing. New Delhi : Excel Books, c1995."
"0000008198","Moloney,francis J. Woman in the new testament. Pasay : Daughters of St.Paul, c1984."
"0000008199","Sabharwal,bhavana. A gift to cherish to a very special mother.. New Delhi : Sterling Publishers, c1996."
"0000008200","Law,philip. The wisdom of the apostles. Oxford : Lion Publishing, c1997."
"0000008201","Malkani,vikas. All you wanted to know about self-motivation. New Delhi : New Dawn, c2001."
"0000008203","Freyne , Sean. The world of the new testament. Pasay : Daughters of St. Paul, c1980."
"0000008204","Johnson,lamont D.(dee Lamont),1939 [et al.]. Integration of technology into the classroom:case studies. Binghamton : The Haworth Press Inc., c2000."
"0000008205","Reyes,flordeliza Clement. Unveiling teaching expertise:a showcase of sixty-nine outstanding teachers in the phil.. Manila : De la salle university Press Inc., c2002."
"0000008207","Miller,joseph. Sears list of subject headings. 7th ed. New York : The H.W Wilson Company, c2000."
"0000008208","Aquino, Gaudencio [et al.]. Curriculum planning for better school. Volume I. Second ed. Philippines : [s.n.], c1986."
"0000008209","Alba,rene. World famous scientists and inventors part II. Manila : Far Publications, c1996."
"0000008210","Auvil,daniel L. [et al.] Elementary algebra. Reading Massachusetts : Addison-Wesley Publishing Company, c1987."
"0000008211","Wepner,shelley B.,1951 [et al.]. The administration and supervision of reading programs. New York : Teachers Colleges Press, c1989."
"0000008212","Ghai,s.k [et al.]. Professional commitment. New Delhi : Sterling Publishers, c1999."
"0000008213","Allen,james. All you wanted to know about the secret of success.. New Delhi : New Dawn, c2000."
"0000008215","Soriano,corazon [et al.]. We celebrate god's love,the seven sacraments. Metro Manila : Vibal Publishing House Inc., c1999."
"0000008216","Brown, Judith E. Nutrition now. 3rd ed. Australia : Wadsworth Thomson Learning, c2002."
"0000008217","Ed. Harris, Sarah. Cajun : Cajun recipes for the adventurous cook. London : Quantum Books Ltd.,, c1998."
"0000008218","Cullen, Paul. The bood and beverage manager. Melbourne : Hospitality Press, c1997."
"0000008219","Pulvinar,sonia [et al.]. We celebrate god's love,the seven sacraments 5.. Metro Manila : Vibal Publishing House Inc., c1995."
"0000008220","Daniels,rebecca. Fog city. New York : silhouet Books, c1992."
"0000008221","Antonio,eleanor D. [et al.] Sambayanang Pilipino 6,batayang aklat para sa heograpiya,kasaysayan sibika.. Manila : Rex Bookstore, c1990."
"0000008222","Cullen, Paul 1954. The food and beverage manager. Melbourne : Hospitality Press, c1997."
"0000008224","Dahmer, Sondra J. [et al.] Restaurant service basics. New York : John Wiley and Sons, c2002."
"0000008225","Vicencio,evelina M. [et al.] Science and health 5: an integrated approach.. Manila : Inst.Average system Pub. Inc., c1996."
"0000008226","Lianko,aurora. Science and technology:integrated science. Manila : National Book Store Inc., c1989."
"0000008227","Imc. Instructional materials corporation,EPKM I BATAYANG AKLAT. [s.n.] : (tHE CORPORATION), c1989."
"0000008228","Pedregosa,elma F. Chemistry. Quezon City : Phoenix Pub. , House Inc., c1988."
"0000008229","Yamson,alice C. Modern traditional aspect of school music education. Philippines : Manlapaz Pub.,Company, c1972."
"0000008230","Tiongson,rosemarie Robles. kasaysayan ng daigdig,araling panlipunan IV. Manila : St.Bernadette Publication Inc., c1991."
"0000008231","Philpot,sarah [et al.]. Communicate effectively in English 4. Makati : Basic media system Inc., c1991."
"0000008232","Baltazar,francisco,1788-1862. Florante at laura. Manila : Jo-es Publishing House, c1988."
"0000008233","Santiago,a.j. ang batang si jose rizal,ikalawang baitang. ( S.n ) : ( s.l ), c197 ?."
"0000008235","Galauran,arsenio J. Practical arts:basic woodworking.. Manila : Philippine Book Company, c1955."
"0000008236","Saguilan,arturo E. [et al.] sining praktical at technolohiya D para sa mataas na paaralan.. Quezon City : JMC Press Inc., c1990."
"0000008237","Baltazar,francisco Balagtas. Ang pinagdaanang buhay nina florante at laura sa kahariang albanya.. Manila : Rex Book Store, c1998."
"0000008238","Frias,valeriana Cabasag. Drafting 3 and 4,module 7. Manila : Basic Media Systems Inc., c1992."
"0000008239","Sanguineti,juan Jose. logic.. Manila : Sinag-tala publishers Inc., c1992."
"0000008240","Artigas,mariano. introduction to philosophy. Manila : Sinag-tala publishers Inc., c1990."
"0000008242","Anstasi,anne. Psychological testing.. 7th ed. New Jersey : Prentice Hall Inc., c1997."
"0000008243","Aquino,gandencio V. Introduction to psychology.. Mandaluyong City : National Book Store, c1991."
"0000008244","Azanza,rodolpo V. [et al.] Economics,society and  development:a textbook in economics,. Mandaluyong City : National Book Store, c2001."
"0000008245","Aquino,gandencio V. Edcational psychology. Manila : Rex Book store, c1993."
"0000008247","Ayson,florentino G. [et al.] Fundamentals of political science.. Mandaluyong City : National book store, c2000."
"0000008248","Agbayani,victor A.e. applied statistics:for business and research.. Quezon City : AFA Publications,Inc., c1994."
"0000008249","Aguaviva,erlinda M. Analytic geometry.. Manila : Rex book store, c1997."
"0000008250","Amos,jimmy R. statistical concepts:a basic program.. New York : Harper & Row,publishers., c1965."
"0000008251","Aquino,fe Q. college english vol.1. Mandaluyong City : national book store, c2000."
"0000008252","Azanza,patrick Alain. human behavior and society:an introduction to social sciences.. Mandaluyong City : national book store., c2001."
"0000008253","Dahmer, Sondra J. [et al.] Restaurant service basics. New York : John Wiley and Sons, c2002."
"0000008254","Dick, Garry. Introductory accounting for the hospitality industry. Melbourne : Hospitality, c1991."
"0000008255",". Dim Sum. Cakes. Cookies. Penang, Malaysia : Rhythm Publishing House, c."
"0000008256","Dittmer, Paul R. Dimensions of the hospitality industry : an introduction. New York : John Wiley and Sons, c2002."
"0000008257","Dittmer, Paul. Principles of food, beverage, and labor cost controls. 7th ed. New York : John Wiley and Sons, c2002."
"0000008258","Azanza,patrick Alain. Human behavior and society;an introduction to social sciences.. Mandaluyong City : National Book store, c2001."
